chromosome,window_pos_1,window_pos_2,fst_FvsMono,fst_chemotypes_femalesOnly,fst_FvsMono_outlier,fst_chemotypes_femalesOnly_outlier
Chr03,73100000,73200000,0.213919351,0.015608941,Not,Not
Chr03,73110000,73210000,0.215471197,0.019955308,Not,Not
Chr03,73120000,73220000,0.203287014,0.02267579,Not,Not
Chr03,73130000,73230000,0.169603167,0.028696353,Not,Not
Chr03,73140000,73240000,0.159941469,0.031367701,Not,Not
Chr03,73150000,73250000,0.134902675,0.035889742,Not,Not
Chr03,73160000,73260000,0.131385148,0.040617459,Not,Not
Chr03,73170000,73270000,0.126479966,0.047947813,Not,Not
Chr03,73180000,73280000,0.115928676,0.049640105,Not,Not
Chr03,73190000,73290000,0.119804055,0.050092592,Not,Not
Chr03,73200000,73300000,0.099774989,0.052414009,Not,Not
Chr03,73210000,73310000,0.10491355,0.056418111,Not,Not
Chr03,73220000,73320000,0.111600348,0.059526182,Not,Not
Chr03,73230000,73330000,0.112471566,0.052570215,Not,Not
Chr03,73240000,73340000,0.121767206,0.05062981,Not,Not
Chr03,73250000,73350000,0.138291969,0.050197306,Not,Not
Chr03,73260000,73360000,0.140077322,0.043206569,Not,Not
Chr03,73270000,73370000,0.13751982,0.040801843,Not,Not
Chr03,73280000,73380000,0.131576258,0.038657419,Not,Not
Chr03,73290000,73390000,0.118363609,0.04025717,Not,Not
Chr03,73300000,73400000,0.11372527,0.040147318,Not,Not
Chr03,73310000,73410000,0.114603288,0.041155649,Not,Not
Chr03,73320000,73420000,0.117143971,0.045734204,Not,Not
Chr03,73330000,73430000,0.115766673,0.049770878,Not,Not
Chr03,73340000,73440000,0.113675981,0.052200945,Not,Not
Chr03,73350000,73450000,0.130042644,0.056352199,Not,Not
Chr03,73360000,73460000,0.13069177,0.054446558,Not,Not
Chr03,73370000,73470000,0.131327717,0.057724055,Not,Not
Chr03,73380000,73480000,0.141556463,0.070977092,Not,Not
Chr03,73390000,73490000,0.147442615,0.063909225,Not,Not
Chr03,73400000,73500000,0.166112288,0.063939996,Not,Not
Chr03,73410000,73510000,0.17315831,0.065087496,Not,Not
Chr03,73420000,73520000,0.172763587,0.061086647,Not,Not
Chr03,73430000,73530000,0.152798044,0.062740429,Not,Not
Chr03,73440000,73540000,0.148432134,0.060888396,Not,Not
Chr03,73450000,73550000,0.13960356,0.058440138,Not,Not
Chr03,73460000,73560000,0.140828761,0.058896483,Not,Not
Chr03,73470000,73570000,0.140427804,0.059470444,Not,Not
Chr03,73480000,73580000,0.140576802,0.052720753,Not,Not
Chr03,73490000,73590000,0.137959744,0.055389184,Not,Not
Chr03,73500000,73600000,0.124556515,0.067003631,Not,Not
Chr03,73510000,73610000,0.12129868,0.075196051,Not,Not
Chr03,73520000,73620000,0.116864601,0.076876061,Not,Not
Chr03,73530000,73630000,0.137879363,0.075051513,Not,Not
Chr03,73540000,73640000,0.140702235,0.079115623,Not,Not
Chr03,73550000,73650000,0.131582022,0.06753609,Not,Not
Chr03,73560000,73660000,0.130386218,0.066652488,Not,Not
Chr03,73570000,73670000,0.129608571,0.066385156,Not,Not
Chr03,73580000,73680000,0.126724505,0.063825078,Not,Not
Chr03,73590000,73690000,0.125079825,0.05956049,Not,Not
Chr03,73600000,73700000,0.123745707,0.047247277,Not,Not
Chr03,73610000,73710000,0.114309013,0.039796165,Not,Not
Chr03,73620000,73720000,0.112166629,0.038927066,Not,Not
Chr03,73630000,73730000,0.103969727,0.03761321,Not,Not
Chr03,73640000,73740000,0.101211207,0.032133853,Not,Not
Chr03,73650000,73750000,0.101183183,0.033153591,Not,Not
Chr03,73660000,73760000,0.092683573,0.033889494,Not,Not
Chr03,73670000,73770000,0.108307038,0.033735638,Not,Not
Chr03,73680000,73780000,0.106829202,0.033906673,Not,Not
Chr03,73690000,73790000,0.111266686,0.037213432,Not,Not
Chr03,73700000,73800000,0.096135131,0.041210059,Not,Not
Chr03,73710000,73810000,0.102726867,0.045685515,Not,Not
Chr03,73720000,73820000,0.105874495,0.045122782,Not,Not
Chr03,73730000,73830000,0.110584788,0.046048483,Not,Not
Chr03,73740000,73840000,0.111338773,0.046108941,Not,Not
Chr03,73750000,73850000,0.116365724,0.046769854,Not,Not
Chr03,73760000,73860000,0.139051934,0.048667165,Not,Not
Chr03,73770000,73870000,0.134660207,0.04712578,Not,Not
Chr03,73780000,73880000,0.139089759,0.049608811,Not,Not
Chr03,73790000,73890000,0.132719542,0.054221,Not,Not
Chr03,73800000,73900000,0.160077946,0.066703747,Not,Not
Chr03,73810000,73910000,0.170602418,0.067110789,Not,Not
Chr03,73820000,73920000,0.174291252,0.072969949,Not,Not
Chr03,73830000,73930000,0.166785557,0.075389863,Not,Not
Chr03,73840000,73940000,0.141300842,0.070072348,Not,Not
Chr03,73850000,73950000,0.138696959,0.097869895,Not,Not
Chr03,73860000,73960000,0.120793701,0.104018167,Not,Not
Chr03,73870000,73970000,0.105021684,0.108834169,Not,Not
Chr03,73880000,73980000,0.113010888,0.111462118,Not,Not
Chr03,73890000,73990000,0.12864713,0.110187401,Not,Not
Chr03,73900000,74000000,0.126069702,0.095712095,Not,Not
Chr03,73910000,74010000,0.120394907,0.06697144,Not,Not
Chr03,73920000,74020000,0.124987777,0.068550253,Not,Not
Chr03,73930000,74030000,0.128109329,0.070376032,Not,Not
Chr03,73940000,74040000,0.138103795,0.070546703,Not,Not
Chr03,73950000,74050000,0.143318908,0.049933636,Not,Not
Chr03,73960000,74060000,0.158777489,0.047899455,Not,Not
Chr03,73970000,74070000,0.164234054,0.047729941,Not,Not
Chr03,73980000,74080000,0.163088139,0.040569426,Not,Not
Chr03,73990000,74090000,0.159172132,0.037894048,Not,Not
Chr03,74000000,74100000,0.158686657,0.035913657,Not,Not
Chr03,74010000,74110000,0.190585884,0.05410164,Not,Not
Chr03,74020000,74120000,0.20040555,0.046171123,Not,Not
Chr03,74030000,74130000,0.221091338,0.042561666,Not,Not
Chr03,74040000,74140000,0.23145542,0.04367646,Not,Not
Chr03,74050000,74150000,0.266240169,0.04514759,Not,Not
Chr03,74060000,74160000,0.267367585,0.046359307,Not,Not
Chr03,74070000,74170000,0.272104981,0.049031415,Not,Not
Chr03,74080000,74180000,0.268384655,0.052800714,Not,Not
Chr03,74090000,74190000,0.273868197,0.055343255,Not,Not
Chr03,74100000,74200000,0.274392658,0.05799072,Not,Not
Chr03,74110000,74210000,0.286885553,0.057794236,Not,Not
Chr03,74120000,74220000,0.288423495,0.058805023,Not,Not
Chr03,74130000,74230000,0.266159797,0.053201645,Not,Not
Chr03,74140000,74240000,0.264688032,0.041803259,Not,Not
Chr03,74150000,74250000,0.237920544,0.034904098,Not,Not
Chr03,74160000,74260000,0.229371288,0.03450092,Not,Not
Chr03,74170000,74270000,0.220559394,0.031922368,Not,Not
Chr03,74180000,74280000,0.220583438,0.034726235,Not,Not
Chr03,74190000,74290000,0.209928957,0.033894952,Not,Not
Chr03,74200000,74300000,0.228766929,0.031119116,Not,Not
Chr03,74210000,74310000,0.227737647,0.030690022,Not,Not
Chr03,74220000,74320000,0.222129371,0.029663615,Not,Not
Chr03,74230000,74330000,0.226078241,0.029864678,Not,Not
Chr03,74240000,74340000,0.202972287,0.03927427,Not,Not
Chr03,74250000,74350000,0.199231095,0.037719888,Not,Not
Chr03,74260000,74360000,0.199284075,0.039151765,Not,Not
Chr03,74270000,74370000,0.201619931,0.033629857,Not,Not
Chr03,74280000,74380000,0.206749161,0.027288329,Not,Not
Chr03,74290000,74390000,0.218891566,0.023186266,Not,Not
Chr03,74300000,74400000,0.221420264,0.019701322,Not,Not
Chr03,74310000,74410000,0.21640571,0.01975552,Not,Not
Chr03,74320000,74420000,0.205576264,0.02099547,Not,Not
Chr03,74330000,74430000,0.208089537,0.021747042,Not,Not
Chr03,74340000,74440000,0.225934671,0.021414535,Not,Not
Chr03,74350000,74450000,0.2166196,0.033283835,Not,Not
Chr03,74360000,74460000,0.213503511,0.032029753,Not,Not
Chr03,74370000,74470000,0.189222253,0.040204016,Not,Not
Chr03,74380000,74480000,0.172717736,0.048462387,Not,Not
Chr03,74390000,74490000,0.164778426,0.055164409,Not,Not
Chr03,74400000,74500000,0.126917562,0.060453926,Not,Not
Chr03,74410000,74510000,0.124233385,0.065142608,Not,Not
Chr03,74420000,74520000,0.131034653,0.068133109,Not,Not
Chr03,74430000,74530000,0.132285202,0.066633517,Not,Not
Chr03,74440000,74540000,0.129030703,0.061252828,Not,Not
Chr03,74450000,74550000,0.123556814,0.059306152,Not,Not
Chr03,74460000,74560000,0.116204693,0.057669089,Not,Not
Chr03,74470000,74570000,0.127528073,0.058298528,Not,Not
Chr03,74480000,74580000,0.132304675,0.058506269,Not,Not
Chr03,74490000,74590000,0.135463219,0.055300553,Not,Not
Chr03,74500000,74600000,0.139203533,0.053847536,Not,Not
Chr03,74510000,74610000,0.132460004,0.05166044,Not,Not
Chr03,74520000,74620000,0.136682867,0.046577974,Not,Not
Chr03,74530000,74630000,0.154699713,0.046534177,Not,Not
Chr03,74540000,74640000,0.154721968,0.048369857,Not,Not
Chr03,74550000,74650000,0.151777966,0.047913281,Not,Not
Chr03,74560000,74660000,0.152067016,0.049368451,Not,Not
Chr03,74570000,74670000,0.147462044,0.050237581,Not,Not
Chr03,74580000,74680000,0.15091081,0.046122945,Not,Not
Chr03,74590000,74690000,0.147727502,0.044580768,Not,Not
Chr03,74600000,74700000,0.153427671,0.040596828,Not,Not
Chr03,74610000,74710000,0.14768551,0.03815717,Not,Not
Chr03,74620000,74720000,0.125726893,0.042696539,Not,Not
Chr03,74630000,74730000,0.100535464,0.051852987,Not,Not
Chr03,74640000,74740000,0.092980665,0.054043881,Not,Not
Chr03,74650000,74750000,0.086695099,0.054804896,Not,Not
Chr03,74660000,74760000,0.096044187,0.054751815,Not,Not
Chr03,74670000,74770000,0.109484654,0.054785016,Not,Not
Chr03,74680000,74780000,0.117796457,0.052957875,Not,Not
Chr03,74690000,74790000,0.150287901,0.05377383,Not,Not
Chr03,74700000,74800000,0.150058411,0.05519784,Not,Not
Chr03,74710000,74810000,0.16214613,0.052769041,Not,Not
Chr03,74720000,74820000,0.191014827,0.051380974,Not,Not
Chr03,74730000,74830000,0.204788559,0.034825123,Not,Not
Chr03,74740000,74840000,0.195964714,0.031392583,Not,Not
Chr03,74750000,74850000,0.205323703,0.027819573,Not,Not
Chr03,74760000,74860000,0.20831091,0.026386109,Not,Not
Chr03,74770000,74870000,0.195937434,0.028170585,Not,Not
Chr03,74780000,74880000,0.18169894,0.029537028,Not,Not
Chr03,74790000,74890000,0.144170851,0.029510314,Not,Not
Chr03,74800000,74900000,0.146629631,0.030341105,Not,Not
Chr03,74810000,74910000,0.143919731,0.033413511,Not,Not
Chr03,74820000,74920000,0.142134282,0.033085045,Not,Not
Chr03,74830000,74930000,0.13910259,0.035799656,Not,Not
Chr03,74840000,74940000,0.139860672,0.038993067,Not,Not
Chr03,74850000,74950000,0.136751136,0.037789515,Not,Not
Chr03,74860000,74960000,0.127519248,0.039937511,Not,Not
Chr03,74870000,74970000,0.122906297,0.037577395,Not,Not
Chr03,74880000,74980000,0.13034255,0.038340826,Not,Not
Chr03,74890000,74990000,0.131496787,0.035149508,Not,Not
Chr03,74900000,75000000,0.114094927,0.058511631,Not,Not
Chr03,74910000,75010000,0.111900418,0.059355716,Not,Not
Chr03,74920000,75020000,0.114098778,0.056751304,Not,Not
Chr03,74930000,75030000,0.114307637,0.056549995,Not,Not
Chr03,74940000,75040000,0.110052765,0.05875155,Not,Not
Chr03,74950000,75050000,0.106838851,0.065757868,Not,Not
Chr03,74960000,75060000,0.114453924,0.065357955,Not,Not
Chr03,74970000,75070000,0.116881416,0.069149094,Not,Not
Chr03,74980000,75080000,0.111014373,0.064549084,Not,Not
Chr03,74990000,75090000,0.108227525,0.063700958,Not,Not
Chr03,75000000,75100000,0.117898096,0.034110839,Not,Not
Chr03,75010000,75110000,0.117594241,0.046420861,Not,Not
Chr03,75020000,75120000,0.102817782,0.052081997,Not,Not
Chr03,75030000,75130000,0.096083715,0.042310934,Not,Not
Chr03,75040000,75140000,0.09303814,0.040549791,Not,Not
Chr03,75050000,75150000,0.088398463,0.043575296,Not,Not
Chr03,75060000,75160000,0.08331778,0.045609927,Not,Not
Chr03,75070000,75170000,0.083837728,0.046587343,Not,Not
Chr03,75080000,75180000,0.08786321,0.049618779,Not,Not
Chr03,75090000,75190000,0.090111948,0.052699902,Not,Not
Chr03,75100000,75200000,0.09095552,0.04770204,Not,Not
Chr03,75110000,75210000,0.091946513,0.045048385,Not,Not
Chr03,75120000,75220000,0.097487463,0.044832236,Not,Not
Chr03,75130000,75230000,0.100332815,0.050391396,Not,Not
Chr03,75140000,75240000,0.109011299,0.054180235,Not,Not
Chr03,75150000,75250000,0.121023889,0.050353335,Not,Not
Chr03,75160000,75260000,0.127043883,0.048261322,Not,Not
Chr03,75170000,75270000,0.130794877,0.048151121,Not,Not
Chr03,75180000,75280000,0.128773257,0.048245251,Not,Not
Chr03,75190000,75290000,0.127362156,0.048784973,Not,Not
Chr03,75200000,75300000,0.119233672,0.056227794,Not,Not
Chr03,75210000,75310000,0.111352872,0.054023807,Not,Not
Chr03,75220000,75320000,0.1059032,0.055863115,Not,Not
Chr03,75230000,75330000,0.100668142,0.060537258,Not,Not
Chr03,75240000,75340000,0.087897412,0.064410188,Not,Not
Chr03,75250000,75350000,0.080153181,0.069771296,Not,Not
Chr03,75260000,75360000,0.079010355,0.07192663,Not,Not
Chr03,75270000,75370000,0.070482234,0.073771295,Not,Not
Chr03,75280000,75380000,0.066332664,0.075570926,Not,Not
Chr03,75290000,75390000,0.079482212,0.07065548,Not,Not
Chr03,75300000,75400000,0.160857071,0.07040293,Not,Not
Chr03,75310000,75410000,0.205145815,0.072195762,Not,Not
Chr03,75320000,75420000,0.307530057,0.065723022,Not,Not
Chr03,75330000,75430000,0.405693671,0.061580997,Not,Not
Chr03,75340000,75440000,0.474556248,0.045337362,Outlier,Not
Chr03,75350000,75450000,0.446874051,0.042066994,Outlier,Not
Chr03,75360000,75460000,0.413729706,0.040061538,Not,Not
Chr03,75370000,75470000,0.404927731,0.039712712,Not,Not
Chr03,75380000,75480000,0.416596185,0.032505861,Not,Not
Chr03,75390000,75490000,0.385234083,0.030816282,Not,Not
Chr03,75400000,75500000,0.336145385,0.027363402,Not,Not
Chr03,75410000,75510000,0.316826211,0.025242572,Not,Not
Chr03,75420000,75520000,0.271031003,0.029890447,Not,Not
Chr03,75430000,75530000,0.233319462,0.034663812,Not,Not
Chr03,75440000,75540000,0.217629041,0.037234566,Not,Not
Chr03,75450000,75550000,0.219816339,0.03739655,Not,Not
Chr03,75460000,75560000,0.22393427,0.037795632,Not,Not
Chr03,75470000,75570000,0.223836133,0.038292492,Not,Not
Chr03,75480000,75580000,0.215410875,0.035959609,Not,Not
Chr03,75490000,75590000,0.235430257,0.036664797,Not,Not
Chr03,75500000,75600000,0.275946708,0.041215927,Not,Not
Chr03,75510000,75610000,0.267854117,0.043711887,Not,Not
Chr03,75520000,75620000,0.267700022,0.040501679,Not,Not
Chr03,75530000,75630000,0.265192103,0.039612266,Not,Not
Chr03,75540000,75640000,0.250485054,0.038316783,Not,Not
Chr03,75550000,75650000,0.25296711,0.036912658,Not,Not
Chr03,75560000,75660000,0.251753045,0.035377609,Not,Not
Chr03,75570000,75670000,0.244047797,0.033166994,Not,Not
Chr03,75580000,75680000,0.225214106,0.029667673,Not,Not
Chr03,75590000,75690000,0.214506528,0.030656816,Not,Not
Chr03,75600000,75700000,0.18409143,0.031461185,Not,Not
Chr03,75610000,75710000,0.186884707,0.03076337,Not,Not
Chr03,75620000,75720000,0.18482277,0.029568938,Not,Not
Chr03,75630000,75730000,0.190769652,0.02341772,Not,Not
Chr03,75640000,75740000,0.19523359,0.02024214,Not,Not
Chr03,75650000,75750000,0.195141462,0.014658832,Not,Not
Chr03,75660000,75760000,0.192490885,0.011955888,Not,Not
Chr03,75670000,75770000,0.195730162,0.010714835,Not,Not
Chr03,75680000,75780000,0.21078348,0.009223427,Not,Not
Chr03,75690000,75790000,0.209548679,0.005184894,Not,Not
Chr03,75700000,75800000,0.204118253,0.002928861,Not,Not
Chr03,75710000,75810000,0.200742299,0.006059328,Not,Not
Chr03,75720000,75820000,0.185053857,0.012969004,Not,Not
Chr03,75730000,75830000,0.177273748,0.01878671,Not,Not
Chr03,75740000,75840000,0.166277081,0.019648028,Not,Not
Chr03,75750000,75850000,0.158361501,0.023861439,Not,Not
Chr03,75760000,75860000,0.156534736,0.027927691,Not,Not
Chr03,75770000,75870000,0.148391547,0.033069316,Not,Not
Chr03,75780000,75880000,0.15248629,0.042725085,Not,Not
Chr03,75790000,75890000,0.122049864,0.058372571,Not,Not
Chr03,75800000,75900000,0.126770795,0.057827069,Not,Not
Chr03,75810000,75910000,0.112477453,0.049711888,Not,Not
Chr03,75820000,75920000,0.123261091,0.04420377,Not,Not
Chr03,75830000,75930000,0.122188614,0.038028003,Not,Not
Chr03,75840000,75940000,0.127330969,0.034918956,Not,Not
Chr03,75850000,75950000,0.143702851,0.030514135,Not,Not
Chr03,75860000,75960000,0.162053751,0.025365915,Not,Not
Chr03,75870000,75970000,0.174618937,0.02618268,Not,Not
Chr03,75880000,75980000,0.183260567,0.022722887,Not,Not
Chr03,75890000,75990000,0.203161509,0.006780054,Not,Not
Chr03,75900000,76000000,0.203673562,0.009157365,Not,Not
Chr03,75910000,76010000,0.215281043,0.013455398,Not,Not
Chr03,75920000,76020000,0.21108236,0.012602307,Not,Not
Chr03,75930000,76030000,0.213741037,0.014847968,Not,Not
Chr03,75940000,76040000,0.215615675,0.014594052,Not,Not
Chr03,75950000,76050000,0.225707393,0.015387746,Not,Not
Chr03,75960000,76060000,0.199205872,0.015203194,Not,Not
Chr03,75970000,76070000,0.192149068,0.01173858,Not,Not
Chr03,75980000,76080000,0.214169254,0.013001142,Not,Not
Chr03,75990000,76090000,0.238066384,0.022630602,Not,Not
Chr03,76000000,76100000,0.25987742,0.022392311,Not,Not
Chr03,76010000,76110000,0.263326353,0.020480911,Not,Not
Chr03,76020000,76120000,0.274178386,0.021073174,Not,Not
Chr03,76030000,76130000,0.268520169,0.019185467,Not,Not
Chr03,76040000,76140000,0.271110075,0.019510056,Not,Not
Chr03,76050000,76150000,0.288895885,0.022120748,Not,Not
Chr03,76060000,76160000,0.291577595,0.029675911,Not,Not
Chr03,76070000,76170000,0.258370556,0.033813781,Not,Not
Chr03,76080000,76180000,0.238742419,0.037771847,Not,Not
Chr03,76090000,76190000,0.230770763,0.038155553,Not,Not
Chr03,76100000,76200000,0.212897897,0.039658476,Not,Not
Chr03,76110000,76210000,0.204554957,0.040653439,Not,Not
Chr03,76120000,76220000,0.207599682,0.041534034,Not,Not
Chr03,76130000,76230000,0.206329986,0.045164582,Not,Not
Chr03,76140000,76240000,0.196691081,0.050572856,Not,Not
Chr03,76150000,76250000,0.150212756,0.053105849,Not,Not
Chr03,76160000,76260000,0.159109641,0.057647004,Not,Not
Chr03,76170000,76270000,0.178013747,0.056766996,Not,Not
Chr03,76180000,76280000,0.158943265,0.053610947,Not,Not
Chr03,76190000,76290000,0.122500472,0.057066387,Not,Not
Chr03,76200000,76300000,0.123497345,0.055810734,Not,Not
Chr03,76210000,76310000,0.124818905,0.061330131,Not,Not
Chr03,76220000,76320000,0.107409328,0.055113729,Not,Not
Chr03,76230000,76330000,0.106547054,0.055570577,Not,Not
Chr03,76240000,76340000,0.114185598,0.052208206,Not,Not
Chr03,76250000,76350000,0.116122644,0.055334347,Not,Not
Chr03,76260000,76360000,0.111040555,0.055339973,Not,Not
Chr03,76270000,76370000,0.127802351,0.056075303,Not,Not
Chr03,76280000,76380000,0.136931341,0.058624063,Not,Not
Chr03,76290000,76390000,0.152340458,0.052268359,Not,Not
Chr03,76300000,76400000,0.151455617,0.052566372,Not,Not
Chr03,76310000,76410000,0.156511281,0.046861708,Not,Not
Chr03,76320000,76420000,0.210550595,0.061070601,Not,Not
Chr03,76330000,76430000,0.25767201,0.072492842,Not,Not
Chr03,76340000,76440000,0.267019819,0.076949543,Not,Not
Chr03,76350000,76450000,0.278724778,0.068697496,Not,Not
Chr03,76360000,76460000,0.281972244,0.058763773,Not,Not
Chr03,76370000,76470000,0.280225305,0.055705821,Not,Not
Chr03,76380000,76480000,0.292900344,0.054964361,Not,Not
Chr03,76390000,76490000,0.301969432,0.059627498,Not,Not
Chr03,76400000,76500000,0.302343412,0.059926686,Not,Not
Chr03,76410000,76510000,0.31246433,0.050198961,Not,Not
Chr03,76420000,76520000,0.287876948,0.031411768,Not,Not
Chr03,76430000,76530000,0.263778278,0.007597111,Not,Not
Chr03,76440000,76540000,0.28191411,-0.001125801,Not,Not
Chr03,76450000,76550000,0.274896902,0.000494677,Not,Not
Chr03,76460000,76560000,0.282251957,0.000285968,Not,Not
Chr03,76470000,76570000,0.267898975,0.004481549,Not,Not
Chr03,76480000,76580000,0.26112226,0.007463083,Not,Not
Chr03,76490000,76590000,0.258165231,0.008701811,Not,Not
Chr03,76500000,76600000,0.258049812,0.009069406,Not,Not
Chr03,76510000,76610000,0.232117408,0.023693086,Not,Not
Chr03,76520000,76620000,0.212103803,0.030937356,Not,Not
Chr03,76530000,76630000,0.208799672,0.030519799,Not,Not
Chr03,76540000,76640000,0.182387648,0.030531338,Not,Not
Chr03,76550000,76650000,0.180024741,0.03344607,Not,Not
Chr03,76560000,76660000,0.184916486,0.039274193,Not,Not
Chr03,76570000,76670000,0.189172076,0.037326287,Not,Not
Chr03,76580000,76680000,0.18304113,0.042562625,Not,Not
Chr03,76590000,76690000,0.181036028,0.043123172,Not,Not
Chr03,76600000,76700000,0.167384398,0.041749391,Not,Not
Chr03,76610000,76710000,0.16531737,0.039533234,Not,Not
Chr03,76620000,76720000,0.166940131,0.041989458,Not,Not
Chr03,76630000,76730000,0.153270876,0.040847706,Not,Not
Chr03,76640000,76740000,0.153066882,0.044428047,Not,Not
Chr03,76650000,76750000,0.152110895,0.044992765,Not,Not
Chr03,76660000,76760000,0.134158475,0.041857815,Not,Not
Chr03,76670000,76770000,0.117733437,0.040918426,Not,Not
Chr03,76680000,76780000,0.120917184,0.033564692,Not,Not
Chr03,76690000,76790000,0.103492331,0.040661815,Not,Not
Chr03,76700000,76800000,0.102225531,0.039499368,Not,Not
Chr03,76710000,76810000,0.07592576,0.026184933,Not,Not
Chr03,76720000,76820000,0.052704726,0.023406441,Not,Not
Chr03,76730000,76830000,0.093726556,0.030740925,Not,Not
Chr03,76740000,76840000,0.089946774,0.031614145,Not,Not
Chr03,76750000,76850000,0.092118509,0.032815123,Not,Not
Chr03,76760000,76860000,0.091810527,0.031968719,Not,Not
Chr03,76770000,76870000,0.094652305,0.035312059,Not,Not
Chr03,76780000,76880000,0.091334194,0.035797973,Not,Not
Chr03,76790000,76890000,0.096317469,0.033738688,Not,Not
Chr03,76800000,76900000,0.115863288,0.043454758,Not,Not
Chr03,76810000,76910000,0.121844927,0.053994124,Not,Not
Chr03,76820000,76920000,0.126837325,0.054148732,Not,Not
Chr03,76830000,76930000,0.109240512,0.05500883,Not,Not
Chr03,76840000,76940000,0.138213722,0.053753333,Not,Not
Chr03,76850000,76950000,0.161403805,0.055169917,Not,Not
Chr03,76860000,76960000,0.168072291,0.055424145,Not,Not
Chr03,76870000,76970000,0.16787447,0.053417604,Not,Not
Chr03,76880000,76980000,0.171312668,0.052920646,Not,Not
Chr03,76890000,76990000,0.185657028,0.051532496,Not,Not
Chr03,76900000,77000000,0.187006774,0.046015914,Not,Not
Chr03,76910000,77010000,0.204236389,0.037991773,Not,Not
Chr03,76920000,77020000,0.199416454,0.038781728,Not,Not
Chr03,76930000,77030000,0.189167571,0.032453362,Not,Not
Chr03,76940000,77040000,0.172061037,0.037667686,Not,Not
Chr03,76950000,77050000,0.152981983,0.037861987,Not,Not
Chr03,76960000,77060000,0.153175307,0.038928281,Not,Not
Chr03,76970000,77070000,0.155491693,0.043291034,Not,Not
Chr03,76980000,77080000,0.155345287,0.040786442,Not,Not
Chr03,76990000,77090000,0.158318969,0.04045826,Not,Not
Chr03,77000000,77100000,0.193859934,0.039753584,Not,Not
Chr03,77010000,77110000,0.203420308,0.042070206,Not,Not
Chr03,77020000,77120000,0.206015745,0.046036057,Not,Not
Chr03,77030000,77130000,0.248513274,0.066017028,Not,Not
Chr03,77040000,77140000,0.242631776,0.059988142,Not,Not
Chr03,77050000,77150000,0.236673598,0.050420202,Not,Not
Chr03,77060000,77160000,0.230187761,0.050090768,Not,Not
Chr03,77070000,77170000,0.231612586,0.048980186,Not,Not
Chr03,77080000,77180000,0.236317429,0.06115589,Not,Not
Chr03,77090000,77190000,0.231601301,0.063618543,Not,Not
Chr03,77100000,77200000,0.212415603,0.062052412,Not,Not
Chr03,77110000,77210000,0.206728855,0.060727857,Not,Not
Chr03,77120000,77220000,0.206334433,0.059096828,Not,Not
Chr03,77130000,77230000,0.18606507,0.053915019,Not,Not
Chr03,77140000,77240000,0.192266506,0.056145196,Not,Not
Chr03,77150000,77250000,0.195653239,0.075574373,Not,Not
Chr03,77160000,77260000,0.201234632,0.079748377,Not,Not
Chr03,77170000,77270000,0.20069344,0.077945944,Not,Not
Chr03,77180000,77280000,0.200626064,0.069767806,Not,Not
Chr03,77190000,77290000,0.201035865,0.064790984,Not,Not
Chr03,77200000,77300000,0.181049376,0.062084482,Not,Not
Chr03,77210000,77310000,0.178137011,0.059930829,Not,Not
Chr03,77220000,77320000,0.161893293,0.06084793,Not,Not
Chr03,77230000,77330000,0.151511369,0.059876996,Not,Not
Chr03,77240000,77340000,0.137067771,0.056751144,Not,Not
Chr03,77250000,77350000,0.137750107,0.051500687,Not,Not
Chr03,77260000,77360000,0.139882113,0.051320604,Not,Not
Chr03,77270000,77370000,0.132232318,0.0520343,Not,Not
Chr03,77280000,77380000,0.126534193,0.048887715,Not,Not
Chr03,77290000,77390000,0.132827598,0.05036497,Not,Not
Chr03,77300000,77400000,0.120525639,0.054502415,Not,Not
Chr03,77310000,77410000,0.116438236,0.056593894,Not,Not
Chr03,77320000,77420000,0.116583859,0.054357752,Not,Not
Chr03,77330000,77430000,0.110102366,0.051751243,Not,Not
Chr03,77340000,77440000,0.111002796,0.051823461,Not,Not
Chr03,77350000,77450000,0.107983862,0.052250301,Not,Not
Chr03,77360000,77460000,0.102765409,0.052577544,Not,Not
Chr03,77370000,77470000,0.104779326,0.047630154,Not,Not
Chr03,77380000,77480000,0.103423365,0.048729389,Not,Not
Chr03,77390000,77490000,0.084669095,0.047676694,Not,Not
Chr03,77400000,77500000,0.086829443,0.045823209,Not,Not
Chr03,77410000,77510000,0.083955289,0.045332239,Not,Not
Chr03,77420000,77520000,0.088858381,0.032964678,Not,Not
Chr03,77430000,77530000,0.128318839,0.018767298,Not,Not
Chr03,77440000,77540000,0.104807685,0.042803552,Not,Not
Chr03,77450000,77550000,0.104250494,0.042318856,Not,Not
Chr03,77460000,77560000,0.097438922,0.044973667,Not,Not
Chr03,77470000,77570000,0.07416782,0.035860198,Not,Not
Chr03,77480000,77580000,0.079427458,0.039578706,Not,Not
Chr03,77490000,77590000,0.079201497,0.040032226,Not,Not
Chr03,77500000,77600000,0.089562279,0.039160304,Not,Not
Chr03,77510000,77610000,0.11030277,0.038745874,Not,Not
Chr03,77520000,77620000,0.108073143,0.037719734,Not,Not
Chr03,77530000,77630000,0.106225369,0.036882262,Not,Not
Chr03,77540000,77640000,0.105321923,0.034805414,Not,Not
Chr03,77550000,77650000,0.105483288,0.03523455,Not,Not
Chr03,77560000,77660000,0.107357858,0.033830488,Not,Not
Chr03,77570000,77670000,0.124108093,0.038126214,Not,Not
Chr03,77580000,77680000,0.122962099,0.035843189,Not,Not
