Ka,Ks,Ka/Ks,HAP1,HAP2,Start,Stop,Chromosome_real,Chromosome,Start_real,Stop_real,Compartment
0.00160642,0.0693445,0.0231658,OIIa.chrY.v1.g371160.t1,OIIb.chrX.v1.g396560.t1,6905424,6906957,ChrX,otto_ChrX,6905424,6906957,PAR
0.00141225,0.0225056,0.0627511,OIIa.chrY.v1.g371180.t1,OIIb.chrX.v1.g396570.t1,6918847,6921048,ChrX,otto_ChrX,6918847,6921048,PAR
0.0130312,0.0282184,0.461796,OIIa.chrY.v1.g371200.t1,OIIb.chrX.v1.g396590.t1,6931559,6932485,ChrX,otto_ChrX,6931559,6932485,PAR
0.00282455,0.0286408,0.0986199,OIIa.chrY.v1.g371210.t1,OIIb.chrX.v1.g396600.t1,6933713,6934561,ChrX,otto_ChrX,6933713,6934561,PAR
0.00487169,0.0576416,0.0845169,OIIa.chrY.v1.g371220.t1,OIIb.chrX.v1.g396610.t1,6937199,6938050,ChrX,otto_ChrX,6937199,6938050,PAR
0.00370832,0.0288008,0.128757,OIIa.chrY.v1.g371240.t1,OIIb.chrX.v1.g396630.t1,6960290,6967044,ChrX,otto_ChrX,6960290,6967044,PAR
0.00174192,0.0248049,0.0702248,OIIa.chrY.v1.g371250.t1,OIIb.chrX.v1.g396640.t1,6989041,6989937,ChrX,otto_ChrX,6989041,6989937,PAR
0.0022093,0.0205048,0.107745,OIIa.chrY.v1.g371280.t1,OIIb.chrX.v1.g396660.t1,7016273,7017121,ChrX,otto_ChrX,7016273,7017121,PAR
0.00382883,0.012018,0.318591,OIIa.chrY.v1.g371300.t1,OIIb.chrX.v1.g396680.t1,7030268,7031119,ChrX,otto_ChrX,7030268,7031119,PAR
0.00724991,0.0591031,0.122666,OIIa.chrY.v1.g371330.t1,OIIb.chrX.v1.g396690.t1,7034535,7035386,ChrX,otto_ChrX,7034535,7035386,PAR
0.00491371,0.0156446,0.314083,OIIa.chrY.v1.g371340.t1,OIIb.chrX.v1.g396700.t1,7036639,7037499,ChrX,otto_ChrX,7036639,7037499,PAR
0.00989024,0.00520836,1.89892,OIIa.chrY.v1.g371370.t1,OIIb.chrX.v1.g396730.t1,7049909,7050823,ChrX,otto_ChrX,7049909,7050823,PAR
0.00352943,0.0404698,0.0872115,OIIa.chrY.v1.g371390.t1,OIIb.chrX.v1.g396750.t1,7064953,7065804,ChrX,otto_ChrX,7064953,7065804,PAR
0.00460065,0.0161972,0.28404,OIIa.chrY.v1.g371410.t1,OIIb.chrX.v1.g396770.t1,7071849,7072703,ChrX,otto_ChrX,7071849,7072703,PAR
0.00450472,0.0236663,0.190343,OIIa.chrY.v1.g371420.t1,OIIb.chrX.v1.g396780.t1,7073995,7074855,ChrX,otto_ChrX,7073995,7074855,PAR
0.00949246,0.0383286,0.24766,OIIa.chrY.v1.g371440.t1,OIIb.chrX.v1.g396790.t1,7076881,7077609,ChrX,otto_ChrX,7076881,7077609,PAR
0.00225657,0.0260224,0.0867163,OIIa.chrY.v1.g371490.t1,OIIb.chrX.v1.g396860.t1,7159688,7162867,ChrX,otto_ChrX,7159688,7162867,PAR
0.000734053,0.0226642,0.0323882,OIIa.chrY.v1.g371500.t1,OIIb.chrX.v1.g396870.t1,7165367,7168927,ChrX,otto_ChrX,7165367,7168927,PAR
0.00131421,0.0156698,0.0838686,OIIa.chrY.v1.g371510.t1,OIIb.chrX.v1.g396880.t1,7195945,7199223,ChrX,otto_ChrX,7195945,7199223,PAR
NA,NA,NA,OIIa.chrY.v1.g371520.t1,OIIb.chrX.v1.g396920.t1,7204813,7205271,ChrX,otto_ChrX,7204813,7205271,PAR
0.00210688,0.0171924,0.122547,OIIa.chrY.v1.g371530.t1,OIIb.chrX.v1.g396930.t1,7205293,7209057,ChrX,otto_ChrX,7205293,7209057,PAR
0.0032852,0.0388056,0.0846578,OIIa.chrY.v1.g371540.t1,OIIb.chrX.v1.g396940.t1,7209539,7216649,ChrX,otto_ChrX,7209539,7216649,PAR
0.00492079,0.0508817,0.0967103,OIIa.chrY.v1.g371570.t1,OIIb.chrX.v1.g397000.t1,7250599,7253608,ChrX,otto_ChrX,7250599,7253608,PAR
0.00460005,0.0414769,0.110906,OIIa.chrY.v1.g371580.t1,OIIb.chrX.v1.g397010.t1,7254555,7258139,ChrX,otto_ChrX,7254555,7258139,PAR
7.00E-06,0.00700287,0.001,OIIa.chrY.v1.g371590.t1,OIIb.chrX.v1.g397020.t1,7259182,7262314,ChrX,otto_ChrX,7259182,7262314,PAR
2.25E-05,0.0225241,0.001,OIIa.chrY.v1.g371600.t1,OIIb.chrX.v1.g397030.t1,7269325,7275396,ChrX,otto_ChrX,7269325,7275396,PAR
0.000692057,0.0445177,0.0155457,OIIa.chrY.v1.g371610.t1,OIIb.chrX.v1.g397050.t1,7279044,7281182,ChrX,otto_ChrX,7279044,7281182,PAR
0.00197708,0.0233388,0.0847125,OIIa.chrY.v1.g371620.t1,OIIb.chrX.v1.g397060.t1,7281615,7283433,ChrX,otto_ChrX,7281615,7283433,PAR
2.33E-05,0.0233141,0.001,OIIa.chrY.v1.g371630.t1,OIIb.chrX.v1.g397070.t1,7284038,7289302,ChrX,otto_ChrX,7284038,7289302,PAR
0.00318536,0.017054,0.18678,OIIa.chrY.v1.g371640.t1,OIIb.chrX.v1.g397080.t1,7334079,7336772,ChrX,otto_ChrX,7334079,7336772,PAR
2.66E-05,0.0265991,0.001,OIIa.chrY.v1.g371660.t1,OIIb.chrX.v1.g397090.t1,7358339,7361018,ChrX,otto_ChrX,7358339,7361018,PAR
NA,NA,NA,OIIa.chrY.v1.g371680.t1,OIIb.chrX.v1.g397110.t1,7366458,7370043,ChrX,otto_ChrX,7366458,7370043,PAR
NA,NA,NA,OIIa.chrY.v1.g371690.t1,OIIb.chrX.v1.g397120.t1,7377125,7378870,ChrX,otto_ChrX,7377125,7378870,PAR
NA,NA,NA,OIIa.chrY.v1.g371700.t1,OIIb.chrX.v1.g397130.t1,7387030,7387245,ChrX,otto_ChrX,7387030,7387245,PAR
NA,NA,NA,OIIa.chrY.v1.g371730.t1,OIIb.chrX.v1.g397200.t1,7418088,7418672,ChrX,otto_ChrX,7418088,7418672,PAR
NA,NA,NA,OIIa.chrY.v1.g371740.t1,OIIb.chrX.v1.g397210.t1,7428909,7429420,ChrX,otto_ChrX,7428909,7429420,PAR
NA,NA,NA,OIIa.chrY.v1.g371750.t1,OIIb.chrX.v1.g397220.t1,7429478,7430401,ChrX,otto_ChrX,7429478,7430401,PAR
NA,NA,NA,OIIa.chrY.v1.g371760.t1,OIIb.chrX.v1.g397230.t1,7431672,7434038,ChrX,otto_ChrX,7431672,7434038,PAR
NA,NA,NA,OIIa.chrY.v1.g371770.t1,OIIb.chrX.v1.g397240.t1,7435943,7438962,ChrX,otto_ChrX,7435943,7438962,PAR
NA,NA,NA,OIIa.chrY.v1.g371790.t1,OIIb.chrX.v1.g397260.t1,7473603,7477764,ChrX,otto_ChrX,7473603,7477764,PAR
NA,NA,NA,OIIa.chrY.v1.g371800.t1,OIIb.chrX.v1.g397270.t1,7482311,7483073,ChrX,otto_ChrX,7482311,7483073,PAR
NA,NA,NA,OIIa.chrY.v1.g371810.t1,OIIb.chrX.v1.g397280.t1,7489341,7489875,ChrX,otto_ChrX,7489341,7489875,PAR
NA,NA,NA,OIIa.chrY.v1.g371820.t1,OIIb.chrX.v1.g397290.t1,7493835,7495244,ChrX,otto_ChrX,7493835,7495244,PAR
NA,NA,NA,OIIa.chrY.v1.g371830.t1,OIIb.chrX.v1.g397300.t1,7536255,7537889,ChrX,otto_ChrX,7536255,7537889,PAR
NA,NA,NA,OIIa.chrY.v1.g371840.t1,OIIb.chrX.v1.g397310.t1,7548404,7550412,ChrX,otto_ChrX,7548404,7550412,PAR
NA,NA,NA,OIIa.chrY.v1.g371850.t1,OIIb.chrX.v1.g397320.t1,7560025,7563988,ChrX,otto_ChrX,7560025,7563988,PAR
NA,NA,NA,OIIa.chrY.v1.g371860.t1,OIIb.chrX.v1.g397330.t1,7568315,7569517,ChrX,otto_ChrX,7568315,7569517,PAR
NA,NA,NA,OIIa.chrY.v1.g371870.t1,OIIb.chrX.v1.g397340.t1,7583080,7584653,ChrX,otto_ChrX,7583080,7584653,PAR
NA,NA,NA,OIIa.chrY.v1.g371880.t1,OIIb.chrX.v1.g397350.t1,7586488,7586973,ChrX,otto_ChrX,7586488,7586973,PAR
NA,NA,NA,OIIa.chrY.v1.g371890.t1,OIIb.chrX.v1.g397360.t1,7590530,7592599,ChrX,otto_ChrX,7590530,7592599,PAR
NA,NA,NA,OIIa.chrY.v1.g371910.t1,OIIb.chrX.v1.g397380.t1,7610144,7612015,ChrX,otto_ChrX,7610144,7612015,PAR
NA,NA,NA,OIIa.chrY.v1.g371920.t1,OIIb.chrX.v1.g397390.t1,7615865,7620253,ChrX,otto_ChrX,7615865,7620253,PAR
NA,NA,NA,OIIa.chrY.v1.g371930.t1,OIIb.chrX.v1.g397400.t1,7622693,7624623,ChrX,otto_ChrX,7622693,7624623,PAR
NA,NA,NA,OIIa.chrY.v1.g371940.t1,OIIb.chrX.v1.g397410.t1,7625427,7626071,ChrX,otto_ChrX,7625427,7626071,PAR
NA,NA,NA,OIIa.chrY.v1.g371950.t1,OIIb.chrX.v1.g397420.t1,7634631,7638642,ChrX,otto_ChrX,7634631,7638642,PAR
0.00221213,0.00928695,0.238198,OIIa.chrY.v1.g371970.t1,OIIb.chrX.v1.g397440.t1,7675107,7676543,ChrX,otto_ChrX,7675107,7676543,PAR
0.00111043,0.0165104,0.0672562,OIIa.chrY.v1.g371980.t1,OIIb.chrX.v1.g397460.t1,7689061,7705414,ChrX,otto_ChrX,7689061,7705414,PAR
1.17E-05,0.011749,0.001,OIIa.chrY.v1.g372010.t1,OIIb.chrX.v1.g397470.t1,7712850,7714129,ChrX,otto_ChrX,7712850,7714129,PAR
0.00164914,0.0148716,0.110892,OIIa.chrY.v1.g372020.t1,OIIb.chrX.v1.g397480.t1,7720616,7722205,ChrX,otto_ChrX,7720616,7722205,PAR
0.00450167,0.00900563,0.499873,OIIa.chrY.v1.g372030.t1,OIIb.chrX.v1.g397490.t1,7725496,7733009,ChrX,otto_ChrX,7725496,7733009,PAR
3.08E-05,0.0308404,0.001,OIIa.chrY.v1.g372040.t1,OIIb.chrX.v1.g397500.t1,7733497,7735585,ChrX,otto_ChrX,7733497,7735585,PAR
1.73E-05,0.0172523,0.001,OIIa.chrY.v1.g372050.t1,OIIb.chrX.v1.g397520.t1,7746091,7747170,ChrX,otto_ChrX,7746091,7747170,PAR
NA,NA,NA,OIIa.chrY.v1.g372060.t1,OIIb.chrX.v1.g397530.t1,7752998,7753555,ChrX,otto_ChrX,7752998,7753555,PAR
0.0101835,0.01756,0.579929,OIIa.chrY.v1.g372070.t1,OIIb.chrX.v1.g397540.t1,7757601,7758953,ChrX,otto_ChrX,7757601,7758953,PAR
0.0024384,0.00907621,0.268658,OIIa.chrY.v1.g372080.t1,OIIb.chrX.v1.g397550.t1,7760078,7763987,ChrX,otto_ChrX,7760078,7763987,PAR
0.0041775,0.0183679,0.227434,OIIa.chrY.v1.g372090.t1,OIIb.chrX.v1.g397570.t1,7803738,7804340,ChrX,otto_ChrX,7803738,7804340,PAR
0.00191361,0.0212065,0.0902367,OIIa.chrY.v1.g372100.t1,OIIb.chrX.v1.g397580.t1,7810879,7819234,ChrX,otto_ChrX,7810879,7819234,PAR
1.63E-05,0.016255,0.001,OIIa.chrY.v1.g372110.t1,OIIb.chrX.v1.g397600.t1,7825881,7828187,ChrX,otto_ChrX,7825881,7828187,PAR
0.0455163,0.000910326,50,OIIa.chrY.v1.g372120.t1,OIIb.chrX.v1.g397610.t1,7831372,7831587,ChrX,otto_ChrX,7831372,7831587,PAR
1.52E-05,0.0151654,0.001,OIIa.chrY.v1.g372130.t1,OIIb.chrX.v1.g397620.t1,7835122,7837760,ChrX,otto_ChrX,7835122,7837760,PAR
0.00300984,0.0364599,0.082552,OIIa.chrY.v1.g372200.t1,OIIb.chrX.v1.g397730.t1,7928138,7929118,ChrX,otto_ChrX,7928138,7929118,PAR
3.05E-05,0.0304561,0.001,OIIa.chrY.v1.g372210.t1,OIIb.chrX.v1.g397770.t1,7951787,7952913,ChrX,otto_ChrX,7951787,7952913,PAR
0.0026701,0.00689494,0.387255,OIIa.chrY.v1.g372220.t1,OIIb.chrX.v1.g397780.t1,7958488,7964052,ChrX,otto_ChrX,7958488,7964052,PAR
0.00204821,0.0146492,0.139817,OIIa.chrY.v1.g372240.t1,OIIb.chrX.v1.g397800.t1,7984394,7987752,ChrX,otto_ChrX,7984394,7987752,PAR
0.000888645,0.0117613,0.0755567,OIIa.chrY.v1.g372250.t1,OIIb.chrX.v1.g397810.t1,7999030,8003432,ChrX,otto_ChrX,7999030,8003432,PAR
0.00136021,0.0347569,0.039135,OIIa.chrY.v1.g372260.t1,OIIb.chrX.v1.g397830.t1,8023930,8024889,ChrX,otto_ChrX,8023930,8024889,PAR
2.45E-05,0.0244995,0.001,OIIa.chrY.v1.g372270.t1,OIIb.chrX.v1.g397840.t1,8056077,8056535,ChrX,otto_ChrX,8056077,8056535,PAR
0.00170626,0.023885,0.0714365,OIIa.chrY.v1.g372290.t1,OIIb.chrX.v1.g397850.t1,8066263,8069749,ChrX,otto_ChrX,8066263,8069749,PAR
0.00789807,0.0231097,0.341765,OIIa.chrY.v1.g372300.t1,OIIb.chrX.v1.g397860.t1,8071316,8073299,ChrX,otto_ChrX,8071316,8073299,PAR
0.00177405,0.0219417,0.0808529,OIIa.chrY.v1.g372310.t1,OIIb.chrX.v1.g397870.t1,8075634,8077961,ChrX,otto_ChrX,8075634,8077961,PAR
0.00342989,0.0325569,0.105351,OIIa.chrY.v1.g372320.t1,OIIb.chrX.v1.g397880.t1,8079708,8081666,ChrX,otto_ChrX,8079708,8081666,PAR
0.00328527,0.0235366,0.139581,OIIa.chrY.v1.g372350.t1,OIIb.chrX.v1.g397890.t1,8094648,8103777,ChrX,otto_ChrX,8094648,8103777,PAR
0.00432088,0.0177261,0.243759,OIIa.chrY.v1.g372360.t1,OIIb.chrX.v1.g397900.t1,8105434,8107707,ChrX,otto_ChrX,8105434,8107707,PAR
4.45E-05,0.0444638,0.001,OIIa.chrY.v1.g372370.t1,OIIb.chrX.v1.g397910.t1,8118954,8119178,ChrX,otto_ChrX,8118954,8119178,PAR
0.00097773,0.00396834,0.246383,OIIa.chrY.v1.g372380.t1,OIIb.chrX.v1.g397920.t1,8123799,8128097,ChrX,otto_ChrX,8123799,8128097,PAR
0.00713125,0.0140252,0.50846,OIIa.chrY.v1.g372390.t1,OIIb.chrX.v1.g397930.t1,8136493,8138751,ChrX,otto_ChrX,8136493,8138751,PAR
0.00650591,0.023422,0.277769,OIIa.chrY.v1.g372400.t1,OIIb.chrX.v1.g397940.t1,8152715,8155562,ChrX,otto_ChrX,8152715,8155562,PAR
2.22E-05,0.0221699,0.001,OIIa.chrY.v1.g372410.t1,OIIb.chrX.v1.g397950.t1,8157386,8162523,ChrX,otto_ChrX,8157386,8162523,PAR
0.0134389,0.0217563,0.617701,OIIa.chrY.v1.g372420.t1,OIIb.chrX.v1.g397960.t1,8190017,8190424,ChrX,otto_ChrX,8190017,8190424,PAR
0.00367674,0.03071,0.119724,OIIa.chrY.v1.g372430.t1,OIIb.chrX.v1.g397970.t1,8191079,8193862,ChrX,otto_ChrX,8191079,8193862,PAR
0.00183572,0.0342102,0.05366,OIIa.chrY.v1.g372450.t1,OIIb.chrX.v1.g397980.t1,8253528,8261649,ChrX,otto_ChrX,8253528,8261649,PAR
9.04E-06,0.00904195,0.001,OIIa.chrY.v1.g372460.t1,OIIb.chrX.v1.g397990.t1,8267479,8269385,ChrX,otto_ChrX,8267479,8269385,PAR
0.0070643,0.00464322,1.52142,OIIa.chrY.v1.g372490.t1,OIIb.chrX.v1.g398000.t1,8274484,8277398,ChrX,otto_ChrX,8274484,8277398,PAR
0.00144977,0.00675118,0.214743,OIIa.chrY.v1.g372500.t1,OIIb.chrX.v1.g398010.t1,8297442,8303923,ChrX,otto_ChrX,8297442,8303923,PAR
0.00420567,0.0425032,0.0989495,OIIa.chrY.v1.g372510.t1,OIIb.chrX.v1.g398030.t1,8357195,8358178,ChrX,otto_ChrX,8357195,8358178,PAR
NA,NA,NA,OIIa.chrY.v1.g372520.t1,OIIb.chrX.v1.g398070.t1,8388958,8394724,ChrX,otto_ChrX,8388958,8394724,PAR
0.00289831,5.80E-05,50,OIIa.chrY.v1.g372530.t1,OIIb.chrX.v1.g398090.t1,8402007,8402474,ChrX,otto_ChrX,8402007,8402474,PAR
0.00608357,0.00868074,0.700812,OIIa.chrY.v1.g372540.t1,OIIb.chrX.v1.g398100.t1,8402738,8404303,ChrX,otto_ChrX,8402738,8404303,PAR
0.0043412,0.0159585,0.272031,OIIa.chrY.v1.g372550.t1,OIIb.chrX.v1.g398110.t1,8409069,8410876,ChrX,otto_ChrX,8409069,8410876,PAR
0.00075559,0.0205047,0.0368496,OIIa.chrY.v1.g372560.t1,OIIb.chrX.v1.g398120.t1,8411392,8414310,ChrX,otto_ChrX,8411392,8414310,PAR
NA,NA,NA,OIIa.chrY.v1.g372570.t1,OIIb.chrX.v1.g398130.t1,8433669,8434495,ChrX,otto_ChrX,8433669,8434495,PAR
0.000769963,0.0142429,0.0540596,OIIa.chrY.v1.g372580.t1,OIIb.chrX.v1.g398140.t1,8435514,8440229,ChrX,otto_ChrX,8435514,8440229,PAR
0.00108978,0.00732706,0.148733,OIIa.chrY.v1.g372620.t1,OIIb.chrX.v1.g398160.t1,8476472,8477827,ChrX,otto_ChrX,8476472,8477827,PAR
NA,NA,NA,OIIa.chrY.v1.g372640.t1,OIIb.chrX.v1.g398170.t1,8501760,8503672,ChrX,otto_ChrX,8501760,8503672,PAR
NA,NA,NA,OIIa.chrY.v1.g372650.t1,OIIb.chrX.v1.g398180.t1,8506598,8509331,ChrX,otto_ChrX,8506598,8509331,PAR
0.00238674,0.0146113,0.163349,OIIa.chrY.v1.g372660.t1,OIIb.chrX.v1.g398190.t1,8545461,8557469,ChrX,otto_ChrX,8545461,8557469,PAR
0.00257475,0.0098601,0.261128,OIIa.chrY.v1.g372670.t1,OIIb.chrX.v1.g398200.t1,8560927,8565650,ChrX,otto_ChrX,8560927,8565650,PAR
1.59E-05,0.0158702,0.001,OIIa.chrY.v1.g372680.t1,OIIb.chrX.v1.g398230.t1,8578324,8580588,ChrX,otto_ChrX,8578324,8580588,PAR
0.00272106,0.0158683,0.171477,OIIa.chrY.v1.g372690.t1,OIIb.chrX.v1.g398240.t1,8582434,8583588,ChrX,otto_ChrX,8582434,8583588,PAR
0.000858453,0.0173056,0.0496056,OIIa.chrY.v1.g372700.t1,OIIb.chrX.v1.g398250.t1,8586858,8590697,ChrX,otto_ChrX,8586858,8590697,PAR
0.0183053,0.00889644,2.0576,OIIa.chrY.v1.g372710.t1,OIIb.chrX.v1.g398260.t1,8609271,8609663,ChrX,otto_ChrX,8609271,8609663,PAR
4.76E-06,0.00475686,0.001,OIIa.chrY.v1.g372720.t1,OIIb.chrX.v1.g398270.t1,8613736,8614635,ChrX,otto_ChrX,8613736,8614635,PAR
NA,NA,NA,OIIa.chrY.v1.g372740.t1,OIIb.chrX.v1.g398320.t1,8669099,8670764,ChrX,otto_ChrX,8669099,8670764,PAR
0.000494723,0.000936064,0.528514,OIIa.chrY.v1.g372750.t1,OIIb.chrX.v1.g398330.t1,8677139,8684151,ChrX,otto_ChrX,8677139,8684151,PAR
NA,NA,NA,OIIa.chrY.v1.g372760.t1,OIIb.chrX.v1.g398340.t1,8693398,8694478,ChrX,otto_ChrX,8693398,8694478,PAR
0.051902,0.0663563,0.782171,OIIa.chrY.v1.g372770.t1,OIIb.chrX.v1.g398350.t1,8698622,8699611,ChrX,otto_ChrX,8698622,8699611,PAR
0.0026087,0.0236092,0.110495,OIIa.chrY.v1.g372790.t1,OIIb.chrX.v1.g398360.t1,8722584,8723632,ChrX,otto_ChrX,8722584,8723632,PAR
0.00104497,0.00949301,0.110077,OIIa.chrY.v1.g372800.t1,OIIb.chrX.v1.g398370.t1,8741192,8744896,ChrX,otto_ChrX,8741192,8744896,PAR
4.54E-06,0.00453697,0.001,OIIa.chrY.v1.g372810.t1,OIIb.chrX.v1.g398380.t1,8747822,8750610,ChrX,otto_ChrX,8747822,8750610,PAR
0.00154902,0.0198383,0.0780823,OIIa.chrY.v1.g372820.t1,OIIb.chrX.v1.g398400.t1,8756949,8757986,ChrX,otto_ChrX,8756949,8757986,PAR
0.00572552,0.0503662,0.113678,OIIa.chrY.v1.g372830.t1,OIIb.chrX.v1.g398410.t1,8785136,8786171,ChrX,otto_ChrX,8785136,8786171,PAR
0.00687073,0.0232816,0.295115,OIIa.chrY.v1.g372840.t1,OIIb.chrX.v1.g398420.t1,8786726,8789556,ChrX,otto_ChrX,8786726,8789556,PAR
NA,NA,NA,OIIa.chrY.v1.g372850.t1,OIIb.chrX.v1.g398430.t1,8797499,8797898,ChrX,otto_ChrX,8797499,8797898,PAR
7.12E-05,0.071191,0.001,OIIa.chrY.v1.g372860.t1,OIIb.chrX.v1.g398440.t1,8806696,8807461,ChrX,otto_ChrX,8806696,8807461,PAR
NA,NA,NA,OIIa.chrY.v1.g372900.t1,OIIb.chrX.v1.g398470.t1,8827121,8827512,ChrX,otto_ChrX,8827121,8827512,PAR
0.00358716,0.0341353,0.105086,OIIa.chrY.v1.g372930.t1,OIIb.chrX.v1.g398510.t1,8859672,8861583,ChrX,otto_ChrX,8859672,8861583,PAR
0.00721084,0.000144217,50,OIIa.chrY.v1.g372940.t1,OIIb.chrX.v1.g398520.t1,8874489,8875761,ChrX,otto_ChrX,8874489,8875761,PAR
NA,NA,NA,OIIa.chrY.v1.g372950.t1,OIIb.chrX.v1.g398550.t1,8950862,8951651,ChrX,otto_ChrX,8950862,8951651,PAR
0.00105379,0.0092745,0.113623,OIIa.chrY.v1.g372960.t1,OIIb.chrX.v1.g398560.t1,8951697,8954603,ChrX,otto_ChrX,8951697,8954603,PAR
NA,NA,NA,OIIa.chrY.v1.g372970.t1,OIIb.chrX.v1.g398570.t1,8973249,8973728,ChrX,otto_ChrX,8973249,8973728,PAR
NA,NA,NA,OIIa.chrY.v1.g372980.t1,OIIb.chrX.v1.g398580.t1,8974780,8977417,ChrX,otto_ChrX,8974780,8977417,PAR
NA,NA,NA,OIIa.chrY.v1.g372990.t1,OIIb.chrX.v1.g398590.t1,8980026,8981995,ChrX,otto_ChrX,8980026,8981995,PAR
0.000574048,0.00438681,0.130858,OIIa.chrY.v1.g373000.t1,OIIb.chrX.v1.g398600.t1,8987567,8992326,ChrX,otto_ChrX,8987567,8992326,PAR
0.000492585,0.00312897,0.157427,OIIa.chrY.v1.g373010.t1,OIIb.chrX.v1.g398610.t1,9035369,9041052,ChrX,otto_ChrX,9035369,9041052,PAR
0.00215814,0.032952,0.0654934,OIIa.chrY.v1.g373020.t1,OIIb.chrX.v1.g398620.t1,9041619,9043075,ChrX,otto_ChrX,9041619,9043075,PAR
2.19E-05,0.0218621,0.001,OIIa.chrY.v1.g373030.t1,OIIb.chrX.v1.g398630.t1,9054712,9060522,ChrX,otto_ChrX,9054712,9060522,PAR
0.00404761,0.0239128,0.169265,OIIa.chrY.v1.g373060.t1,OIIb.chrX.v1.g398700.t1,9119555,9123669,ChrX,otto_ChrX,9119555,9123669,PAR
0.0115586,0.0157741,0.732758,OIIa.chrY.v1.g373070.t1,OIIb.chrX.v1.g398710.t1,9127700,9129052,ChrX,otto_ChrX,9127700,9129052,PAR
0.00266409,0.0327564,0.0813303,OIIa.chrY.v1.g373080.t1,OIIb.chrX.v1.g398720.t1,9131834,9134586,ChrX,otto_ChrX,9131834,9134586,PAR
4.76E-06,0.00476395,0.001,OIIa.chrY.v1.g373090.t1,OIIb.chrX.v1.g398730.t1,9135243,9136861,ChrX,otto_ChrX,9135243,9136861,PAR
0.00524682,0.0247814,0.211724,OIIa.chrY.v1.g373100.t1,OIIb.chrX.v1.g398740.t1,9169010,9172125,ChrX,otto_ChrX,9169010,9172125,PAR
0.00153744,0.0229429,0.0670113,OIIa.chrY.v1.g373120.t1,OIIb.chrX.v1.g398750.t1,9183416,9187582,ChrX,otto_ChrX,9183416,9187582,PAR
0.00582487,0.0207155,0.281185,OIIa.chrY.v1.g373130.t1,OIIb.chrX.v1.g398760.t1,9188338,9197503,ChrX,otto_ChrX,9188338,9197503,PAR
1.80E-05,0.0179763,0.001,OIIa.chrY.v1.g373160.t1,OIIb.chrX.v1.g398770.t1,9226473,9229184,ChrX,otto_ChrX,9226473,9229184,PAR
0.00432714,0.0111836,0.38692,OIIa.chrY.v1.g373170.t1,OIIb.chrX.v1.g398810.t1,9261549,9264459,ChrX,otto_ChrX,9261549,9264459,PAR
NA,NA,NA,OIIa.chrY.v1.g373180.t1,OIIb.chrX.v1.g398820.t1,9277532,9278562,ChrX,otto_ChrX,9277532,9278562,PAR
NA,NA,NA,OIIa.chrY.v1.g373190.t1,OIIb.chrX.v1.g398830.t1,9289947,9293070,ChrX,otto_ChrX,9289947,9293070,PAR
NA,NA,NA,OIIa.chrY.v1.g373200.t1,OIIb.chrX.v1.g398840.t1,9297732,9298418,ChrX,otto_ChrX,9297732,9298418,PAR
2.33E-06,0.00232894,0.001,OIIa.chrY.v1.g373210.t1,OIIb.chrX.v1.g398850.t1,9300142,9305850,ChrX,otto_ChrX,9300142,9305850,PAR
0.000497089,0.00569747,0.0872473,OIIa.chrY.v1.g373220.t1,OIIb.chrX.v1.g398860.t1,9326992,9343307,ChrX,otto_ChrX,9326992,9343307,PAR
2.47E-05,0.0246844,0.001,OIIa.chrY.v1.g373250.t1,OIIb.chrX.v1.g398870.t1,9359224,9359526,ChrX,otto_ChrX,9359224,9359526,PAR
0.00174739,0.0181932,0.0960463,OIIa.chrY.v1.g373270.t1,OIIb.chrX.v1.g398900.t1,9410307,9413501,ChrX,otto_ChrX,9410307,9413501,PAR
0.00209971,0.0153543,0.136751,OIIa.chrY.v1.g373280.t1,OIIb.chrX.v1.g398910.t1,9430479,9431123,ChrX,otto_ChrX,9430479,9431123,PAR
0.00261855,0.0133662,0.195909,OIIa.chrY.v1.g373290.t1,OIIb.chrX.v1.g398920.t1,9451954,9464096,ChrX,otto_ChrX,9451954,9464096,PAR
0.0026748,0.00199657,1.3397,OIIa.chrY.v1.g373300.t1,OIIb.chrX.v1.g398930.t1,9476881,9480540,ChrX,otto_ChrX,9476881,9480540,PAR
3.59E-05,0.0358685,0.001,OIIa.chrY.v1.g373310.t1,OIIb.chrX.v1.g398940.t1,9483766,9485505,ChrX,otto_ChrX,9483766,9485505,PAR
2.86E-05,0.0286036,0.001,OIIa.chrY.v1.g373340.t1,OIIb.chrX.v1.g398950.t1,9487763,9490292,ChrX,otto_ChrX,9487763,9490292,PAR
1.28E-05,0.0128355,0.001,OIIa.chrY.v1.g373350.t1,OIIb.chrX.v1.g398990.t1,9538957,9540749,ChrX,otto_ChrX,9538957,9540749,PAR
0.00489764,0.0196988,0.248626,OIIa.chrY.v1.g373360.t1,OIIb.chrX.v1.g399000.t1,9545423,9546783,ChrX,otto_ChrX,9545423,9546783,PAR
0.00194615,0.0205743,0.0945911,OIIa.chrY.v1.g373370.t1,OIIb.chrX.v1.g399020.t1,9583191,9586292,ChrX,otto_ChrX,9583191,9586292,PAR
0.00858117,0.0108761,0.788992,OIIa.chrY.v1.g373400.t1,OIIb.chrX.v1.g399040.t1,9599928,9602823,ChrX,otto_ChrX,9599928,9602823,PAR
